구분,시도,상세주소,Latitude,Longitude,사찰명,소속단체(종단)
283,강원,강원도 영월군 영월읍 영흥리 1110,37.1978675,128.4576082,보덕사,조계종
284,강원,강원도 영월군 영월읍 영흥리 1117,37.2046727,128.4566026,금몽암,조계종
285,강원,강원도 원주시 소초면 학곡2리 1029,37.4076471,128.0860527,구룡사,조계종
286,강원,강원도 원주시 소초면 흥양3리 산1,37.406908,128.0174431,입석사,조계종
287,강원,강원도 원주시 신림면 성남2리 1060,37.2494732,128.1070946,상원사,조계종
288,강원,강원도 원주시 태장1동 122-1,37.3638515,127.9623051,영천사,조계종
289,강원,강원도 원주시 판부면 금대리 1388,37.305529,128.0310088,영원사,조계종
290,강원,강원도 원주시 행구동 98,37.3342346,128.0134734,국형사,조계종
291,강원,강원도 원주시 행구동 90-2,37.3338288,128.0263987,보문사,조계종
292,강원,강원도 인제군 북면 용대2리 690,38.19415,128.345012,백담사,조계종
293,강원,강원도 인제군 북면 용대리 산75,38.1886627,128.3651816,오세암,조계종
294,강원,강원도 인제군 북면 용대리 산76,38.1886627,128.3651816,봉정암,조계종
295,강원,강원도 인제군 인제읍 상동3리 383,38.237256,128.3502046,백련정사,조계종
296,강원,강원도 정선군 고한읍 고한리 산213,37.1913028,128.8747338,정암사,조계종
297,강원,강원도 철원군 동송읍 관우리 450,38.2405688,127.2180746,도피안사,조계종
298,강원,강원도 철원군 동송읍 상로리 72-1,38.1630988,127.2493988,심원사,조계종
299,강원,강원도 춘천시 북산면 청평리 674,37.9864299,127.8090217,청평사,조계종
300,강원,강원도 춘천시 서면 덕두원리 54-3,37.8411375,127.6696358,상원사,조계종
301,강원,강원도 평창군 평창읍 중리 219-1,37.3698032,128.4004529,극락사,조계종
302,강원,강원도 평창군 진부면 동산리 63-1,37.7594062,128.5710184,월정사,조계종
303,강원,강원도 홍천군 동면 덕치리 산9,37.7027516,127.9434817,수타사,조계종
304,강원,강원도 홍천군 내촌면 서곡리 19,37.8307247,128.1327701,쌍계사,조계종
305,강원,강원도 횡성군 청일면 신대리 138,37.5975534,128.2262605,봉복사,태고종
306,강원,강원도 횡성군 횡성읍 남산리 72-5,37.4711206,127.997931,보광사,조계종
307,충북,충청북도 청주시 서원구 사직동 216-1,36.6417048,127.4820771,용화사,조계종
308,충북,충청북도 청주시 상당구 용암동 7,36.6284097,127.5362199,보살사,조계종
309,충북,충청북도 청주시 상당구 수동 5-2,36.64332,127.5000535,복천암,태고종
310,충북,충청북도 청주시 청원구 우암동 산25,36.6506444,127.5009063,보현사,태고종
311,충북,충청북도 청주시 흥덕구 비하동 395-29,36.6348151,127.4119521,연화사,태고종
312,충북,충청북도 청주시 흥덕구 수의동 507,36.6062648,127.379484,청룡사,태고종
313,충북,충청북도 청주시 상당구 가덕면 병암리 산20-1,36.5732097,127.5811993,화림사,태고종
314,충북,충청북도 청주시 상당구 가덕면 한계리 1,36.5930645,127.5840719,백족사,태고종
315,충북,충청북도 청주시 서원구 남이면 사동리 271,36.5524075,127.413245,안심사,조계종
316,충북,충청북도 청주시 서원구 남이면 문동리 150,36.5455981,127.4852921,동화사,태고종
317,충북,충청북도 청주시 상당구 문의면 염티소전로 55-100,36.4648707,127.5310041,월리사,조계종
318,충북,충청북도 청주시 서원구 현도면 하석리 39-1,36.4803902,127.4768841,현암사,조계종
319,충북,충청북도 청주시 상당구 미원면 운용리 274,36.6834264,127.6662345,운용사,태고종
320,충북,충청북도 충주시 단월동 455,36.9467668,127.9008692,단호사,태고종
321,충북,충청북도 충주시 단월동 2-14,36.9381428,127.9283925,정심사,태고종
322,충북,충청북도 충주시 지현동 269,36.9692836,127.9292309,대원사,조계종
323,충북,충청북도 충주시 고든곤길 63-89,36.9872192,127.9282976,창룡사,조계종
324,충북,충청북도 충주시 중앙탑면 장천리 산73,37.0525332,127.8577217,봉학사,태고종
325,충북,충청북도 충주시 소태면 오량리 561-1,37.1322556,127.8402972,청룡사,법화종
326,충북,충청북도 충주시 엄정면 괴동리 223-2,37.1147836,127.9211001,백운암,조계종
327,충북,충청북도 충주시 엄정면 신만리 산3-6,37.1116086,127.9455305,신흥사,법화종
328,충북,충청북도 충주시 직동 148-1,36.9485149,127.9690655,석종사,조계종
329,충북,충청북도 충주시 수안보면 미륵리사지길 150,36.822223,128.0947224,미륵세계사,조계종
330,충북,충청북도 제천시 교동 140-25,37.1387582,128.2176115,복천사,대한불교육주회
331,충북,충청북도 제천시 남천동 967,37.1348731,128.2136696,원각사,태고종
332,충북,충청북도 제천시 장락동 64,37.1479243,128.2308132,장락사,선학원
333,충북,충청북도 제천시 금성면 청풍호로39길 285,37.0308271,128.20529,무암사,조계종
334,충북,충청북도 제천시 덕산면 월악로9길 113,36.9278436,128.115468,고산사,조계종
335,충북,충청북도 제천시 덕산면 월악리 803-5,36.8792361,128.1301815,신륵사,조계종
336,충북,충청북도 제천시 봉양읍 명암리 325,37.228246,128.1387145,백련사,조계종
337,충북,충청북도 제천시 송학면 시곡리 719-2,37.1998377,128.2757514,월명사,태고종
338,충북,충청북도 제천시 송학면 시곡리 산79-6,37.2062878,128.2655362,강천사,선학원
339,충북,충청북도 제천시 수산면 능강리 161-1,36.9989733,128.2075485,정방사,조계종
340,충북,충청북도 제천시 한수면 송계리 3,36.8619253,128.0986982,덕주사,조계종
341,충북,충청북도 제천시 남천동 1020,37.1344522,128.2133327,한산사,조계종
342,충북,충청북도 제천시 백운면 금봉로 276,37.1508432,128.045631,경은사,조계종
343,충북,충청북도 제천시 수산면 월악로 3739-30,36.9471297,128.2578488,옥천사,조계종
344,충북,충청북도 보은군 속리산면 사내리 209,36.5419133,127.8331736,법주사,조계종
345,충북,충청북도 보은군 속리산면 사내리 209,36.5419133,127.8331736,수정암,조계종
346,충북,충청북도 보은군 속리산면 사내리 산1-21,36.5469732,127.8596784,상환암,조계종
347,충북,충청북도 보은군 속리산면 사내리 산1-19,36.551884,127.852484,복천암,조계종
348,충북,충청북도 보은군 속리산면 사내리 산1-1,36.5504225,127.8424241,동암,조계종
349,충북,충청북도 보은군 속리산면 사내리 산1-16,36.5612273,127.8538039,중사자암,조계종
350,충북,충청북도 보은군 속리산면 사내리 산1-1,36.5504225,127.8424241,상고암,조계종
351,충북,충청북도 보은군 속리산면 사내리 산1-12,36.5483563,127.8472271,탈골암,조계종
352,충북,충청북도 보은군 속리산면 사내리 산1-1,36.5504225,127.8424241,여적암,조계종
353,충북,충청북도 보은군 속리산면 법주사로 658-191,36.5575451,127.8673736,관음암,조계종
354,충북,충청북도 옥천군 군서면 상중리 산31-4,36.3051387,127.4998758,구절사,조계종
355,충북,충청북도 옥천군 안내면 답양리 543,36.4015791,127.5975722,가산사,조계종
356,충북,충청북도 옥천군 옥천읍 교동리 297-6,36.316742,127.5907369,대성사,태고종
357,충북,충청북도 옥천군 옥천읍 문정리 408-4,36.3034056,127.5753931,송림사,조계종
358,충북,충청북도 옥천군 옥천읍 삼청리 산51-4,36.2593973,127.5639587,용암사,조계종
359,충북,충청북도 옥천군 이원면 강청리 98-4,36.2458022,127.6136688,대성사,태고종
360,충북,충청북도 옥천군 청성면 도장리 127-1,36.3792523,127.7311281,문수암,조계종
361,충북,충청북도 영동군 심천면 심천리 238,36.2405877,127.7253674,영암사,선교종
362,충북,충청북도 영동군 양산면 영국동길 225-35,36.1581457,127.6105204,영국사,조계종
363,충북,충청북도 영동군 영동읍 부용리 436-2,36.1771374,127.7671116,금성사,조계종
364,충북,충청북도 영동군 영동읍 화신로 529,36.1482485,127.8392363,중화사,조계종
365,충북,충청북도 영동군 황간면 난곡리 524-4,36.2470726,127.9208781,지장사,선교종
366,충북,충청북도 영동군 황간면 신흥리 132-1,36.2418019,127.9070999,영천사,조계종
367,충북,충청북도 영동군 황간면 우매리 151-1,36.2803697,127.9088209,반야사,조계종
368,충북,충청북도 영동군 매곡면 강진리 704-5,36.1467878,127.9477995,영축선원,선학원
369,충북,충청북도 증평군 증평읍 송산리 산1-5,36.7950214,127.5856905,미륵사,조계혜능종
370,충북,충청북도 증평군 증평읍 연탄리 산63-64,36.8038926,127.54732,보타사,태고종
371,충북,충청북도 증평군 도안면 광덕리 산21-2,36.8334917,127.6248875,광덕사,법화종
372,충북,충청북도 진천군 덕산면 산수리 39,36.881261,127.4888615,성림사,태고종
373,충북,충청북도 진천군 진천읍 신정리 584-1,36.8553726,127.4512267,용화사,조계종
374,충북,충청북도 진천군 진천읍 원덕리 산33-8,36.8407502,127.4229362,대흥사,조계종
375,충북,충청북도 진천군 진천읍 지암리 267-1,36.821219,127.3920644,문수암,조계종
376,충북,충청북도 진천군 초평면 영구리 542,36.8352969,127.5514158,영수사,조계종
377,충북,충청북도 괴산군 괴산읍 동부리 428-1,36.8150101,127.7944695,개심사,조계종
378,충북,충청북도 괴산군 사리면 사담리 산2-30,36.8102831,127.6720872,보광사,태고종
379,충북,충청북도 괴산군 사리면 소매리 산20,36.8550557,127.6680543,백운사,선학원
380,충북,충청북도 괴산군 청천면 화양리 412,36.6684658,127.8147817,채운암,조계종
381,충북,충청북도 괴산군 청천면 괴산로공림길 104,36.6316847,127.8167464,공림사,조계종
382,충북,충청북도 괴산군 청천면 삼송리 산24,36.6726946,127.9014151,석천암,조계종
383,충북,충청북도 괴산군 칠성면 태성리 38,36.7547468,127.9275719,각연사,조계종
384,충북,충청북도 음성군 소이면 비산리 566,36.9425462,127.7415401,대경사,태고종
385,충북,충청북도 음성군 소이면 비산리 874-2,36.9552545,127.7303171,미타사,조계종
386,충북,충청북도 음성군 소이면 충도리 78,36.9192255,127.7341159,수도사,태고종
387,충북,충청북도 음성군 원남면 덕정리 442-2,36.899457,127.6347582,화암사,조계종
388,충북,충청북도 음성군 음성읍 용산리 산1-2,36.9618914,127.6799846,가섭사,조계종
389,충북,충청북도 단양군 대강면 황정리 산28,36.8534941,128.3408502,원통암,조계종
390,충북,충청북도 단양군 영춘면 백자리 132-1,37.0325105,128.480545,구인사,천태종
391,충북,충청북도 단양군 대강면 황정산로 423,36.8562747,128.3475886,미륵대흥사,조계종
392,충남,충청남도 공주시 계룡면 양화리 8,36.3351154,127.1840792,신원사,조계종
393,충남,충청남도 공주시 계룡면 중장리 52,36.3652589,127.1872433,갑사,조계종
394,충남,충청남도 공주시 금성동 11-3,36.4631812,127.1282285,영은사,조계종
395,충남,충청남도 공주시 반포면 학봉리 789,36.3531991,127.220138,동학사,조계종
396,충남,충청남도 공주시 사곡면 운암리 567,36.5590781,127.0123085,마곡사,조계종
397,충남,충청남도 공주시 의당면 월곡리 271,36.5558899,127.1591989,동혈사,조계종
398,충남,충청남도 금산군 제원면 신안사로 970,36.1708665,127.5824825,신안사,조계종
399,충남,충청남도 금산군 진산면 청림동로 440,36.1348859,127.3259611,태고사,태고종
400,충남,충청남도 금산군 남이면 보석사1길 30,36.0542737,127.4759457,보석사,조계종
401,충남,충청남도 금산군 추부면 서대동기길 120,36.2184588,127.5279585,서대사,조계종
402,충남,충청남도 금산군 남이면 보석사1길 148,36.0604084,127.4693234,영천암,조계종
403,충남,충청남도 금산군 복수면 동구들길 163,36.2487711,127.3843153,미륵사,선학원
404,충남,충청남도 논산시 강경읍 강경로 66번길 28,36.1513793,127.0165476,용암사,조계종
405,충남,충청남도 논산시 관촉로 1번길 25,36.1882398,127.1130739,관촉사,조계종
406,충남,충청남도 논산시 양촌면 중산길 192,36.1056184,127.2059152,쌍계사,조계종
407,충남,충청남도 논산시 연산면 연산1길 5-5,36.2134429,127.2168521,송불암,조계종
408,충남,충청남도 논산시 연산면 계백로 2614-11,36.2409286,127.2294707,개태사,조계종
409,충남,충청남도 당진시 고대면 진관리 529번지 일원,36.9125885,126.5942899,영랑사,조계종
410,충남,충청남도 당진시 면천면 성하리 560번지 일원,36.8102883,126.6496795,영탑사,조계종
411,충남,충청남도 당진시 석문면 삼화리207-36번지 일원,36.9557849,126.6256405,보덕사,조계종
412,충남,충청남도 보령시 남포면 창동1길 233-25,36.3138758,126.6299382,윤창암,법륜종
413,충남,충청남도 보령시 미산면 판미로 1178-39,36.2680435,126.6911388,중대암,조계종
414,충남,충청남도 보령시 미산면 보령호로 1139-102,36.2607432,126.6571886,금강암,조계종
415,충남,충청남도 보령시 성주면 심원계곡로 259-200,36.3521488,126.6735899,백운사,조계종
416,충남,충청남도 보령시 오천면 충청수영로 521-64,36.4380059,126.5499305,선림사,조계종
417,충남,충청남도 부여군 내산면 금지리 404-1,36.2557979,126.7194486,금지암,조계종
418,충남,충청남도 부여군 부여읍 동남리 20-3,36.2778029,126.9213584,조왕사,조계종
419,충남,충청남도 부여군 부여읍 쌍북리 산1,36.2925783,126.9130379,고란사,조계종
420,충남,충청남도 부여군 석성면 정각리 354,36.2563152,126.983166,정각사,조계종
421,충남,충청남도 부여군 외산면 만수리 116,36.3170158,126.6930522,무량사,조계종
422,충남,충청남도 부여군 외산면 만수리 124,36.314054,126.6930941,무진암,조계종
423,충남,충청남도 부여군 임천면 구교리 761,36.1910084,126.9005734,대조사,조계종
424,충남,충청남도 부여군 충화면 오덕리 284,36.1557129,126.7970222,오덕사,조계종
425,충남,충청남도 부여군 외산면 화성리 478-1,36.3355633,126.7398456,화암사,태고종
426,충남,충청남도 서산시 운산면 개심사로 321-86,36.746711,126.5903392,개심사,조계종
427,충남,충청남도 서산시 부석면 부석사길 243,36.7042591,126.4116544,부석사,조계종
428,충남,충청남도 서산시 부춘산1로 44(읍내동),36.7916397,126.445441,서광사,조계종
429,충남,충청남도 서산시 고북면 고요동1길 93-98,36.6638464,126.5672095,천장사,조계종
430,충남,충청남도 서산시 대산읍 망일산로 831-134,36.9377281,126.4467412,망일사,조계종
431,충남,충청남도 서산시 운산면 문수골길 201,36.7787799,126.5896857,문수사,조계종
432,충남,충청남도 서산시 해미면 일락골길 501,36.7281633,126.5886369,일락사,조계종
433,충남,충청남도 서산시 해미면 대곡리 602-1,36.6850593,126.5794988,송덕암,태고종
434,충남,충청남도 서산시 인지면 갓고개길 242-24,36.7928866,126.4125507,죽사,조계종
435,충남,충청남도 서산시 부석면 간월도1길 119-29,36.6037742,126.4111579,간월암,조계종
436,충남,충청남도 서천군 종천면 충서로 143번길,36.0918087,126.6648333,영수암,조계종
437,충남,충청남도 서천군 한산면 건지산길 122,36.0878843,126.7930303,봉서사,조계종
438,충남,충청남도 아산시 도송로632번길 138(유곡리),36.698775,126.9665763,봉곡사,조계종
439,충남,충청남도 아산시 송악면 평촌리 산2-11,36.7441487,127.008006,용담사,태고종
440,충남,충청남도 아산시 서부남로790번길 20-52(읍내리),36.785216,126.9263757,인취사,조계종
441,충남,충청남도 아산시 염치읍 산양리 221,36.8415566,126.9271279,세심사,조계종
442,충남,충청남도 아산시 설화산길 156(장존동),36.7466528,127.0258323,오봉사,조계종
443,충남,충청남도 예산군 광시면 동산2길119,36.5874039,126.7802254,대련사,조계종
444,충남,충청남도 예산군 덕산면 수덕사안길 79,36.6630169,126.6225493,수덕사,조계종
445,충남,충청남도 예산군 덕산면 가야산로 400-74,36.7188094,126.6356641,보덕사,조계종
446,충남,충청남도 예산군 삽교읍 도청대로 835-45,36.6785825,126.6678271,법륜사,법륜종
447,충남,충청남도 예산군 심앙면 용궁1길 21-29,36.7384901,126.8004293,화암사,조계종
448,충남,충청남도 예산군 예산읍 향천사로 117-20,36.6903692,126.861136,향천사,조계종
449,충남,충청남도 천안시 동남구 광덕면 광덕사길 30,36.6758024,127.0422947,광덕사,조계종
450,충남,충청남도 천안시 동남구 북면 은지리 산1-1,36.7870311,127.2798702,은석사,조계종
451,충남,충청남도 천안시 서북구 성거읍 천흥4길 503,36.8507476,127.2195525,만일사,조계종
452,충남,충청남도 천안시 동남구 성불사길 144,36.8285417,127.1969009,성불사,조계종
453,충남,충청남도 청양군 대치면 장곡길 241,36.417306,126.8596013,장곡사,조계종
454,충남,충청남도 청양군 장평면 상지길 165-10,36.3692361,126.8557487,정혜사,선학원
455,충남,충청남도 청양군 비봉면 신원리 산113,36.4858146,126.8110013,봉정사,조계종
456,충남,충청남도 태안군 근흥면 정죽리 1078,36.6835043,126.1580555,태국사,조계종
457,충남,충청남도 태안군 태안읍 동문리 817-1,36.7668851,126.2984397,태을암,조계종
458,충남,충청남도 태안군 태안읍 상옥리 1154,36.7713105,126.3140272,흥주사,조계종
459,충남,충청남도 홍성군 결성면 만해로127번길 35-99(무량리492),36.5450794,126.5373154,고산사,조계종
460,충남,충청남도 홍성군 광천읍 오서길625(담산리883-4),36.4708667,126.6466286,정암사,조계종
461,충남,충청남도 홍성군 구항면 구성북로160번길 76(오봉리171-2),36.604397,126.6183164,석련사,조계종
462,충남,충청남도 홍성군 장곡면 장곡길438번길 435(광성리 966),36.4656958,126.6600365,내원사,조계종
463,충남,충청남도 홍성군 홍성읍 홍덕서로185-22(월산리625-13),36.6095545,126.6261755,산혜암,조계종
464,충남,충청남도 홍성군 홍북읍 용봉산1길 109(신경리 510-24),36.6500725,126.6557357,용봉사,조계종
465,충남,충청남도 홍성군 구항면 거북로218번길 163(지정리570-1),36.5692392,126.6257946,구절암,태고종
466,전북,전라북도 고창군 고수면 칠성길 135,35.380778,126.7262571,문수사,조계종
467,전북,전라북도 고창군 고창읍 상원사길 214,35.4431885,126.7339125,상원사,조계종
468,전북,전라북도 고창군 대산면 연화길 88-56,35.3287136,126.5488343,용화사,태고종
469,전북,전라북도 고창군 부안면 질마재로 226-236,35.5233179,126.6162112,소요사,태고종
470,전북,전라북도 고창군 아산면 도솔길 294,35.4811781,126.5639745,도솔암,조계종
471,전북,전라북도 고창군 아산면 선운사로 242-73,35.5013952,126.5743597,석상암,조계종
472,전북,전라북도 고창군 아산면 선운사로 250,35.4972351,126.578397,선운사,조계종
473,전북,전라북도 고창군 아산면 도솔길 194-77,35.492908,126.5638217,참당암,조계종
474,전북,전라북도 군산시 개정면 원아산2길 135,35.9679478,126.8060085,지장암,태고종
475,전북,전라북도 군산시 나포면 군둔길 226,36.0247038,126.8467658,불주사,조계종
476,전북,전라북도 군산시 대야면 남흥길 90-28,35.9519464,126.82004,운심사,태고종
477,전북,전라북도 군산시 서수면 함안로 544,36.0151286,126.8687909,상주사,조계종
478,전북,전라북도 군산시 성산면 둔덕리 산26-5,36.0027218,126.781245,성흥사,태고종
479,전북,전라북도 군산시 설림3길 49(소룡동),35.9749343,126.6854054,은적사,조계종
480,전북,전라북도 군산시 서수면 내무장길 249,36.0120794,126.8534973,보천사,조계종
481,전북,전라북도 김제시 금구면 양시로 142-13,35.7691534,127.0066921,혜봉사,태고종
482,전북,전라북도 김제시 금산면 구성3길 522,35.7440875,127.0217401,학선암,조계종
483,전북,전라북도 김제시 금산면 모악15길 1,35.7232472,127.0537163,금산사,조계종
484,전북,전라북도 김제시 금산면 모악15길 80-122,35.7197324,127.0654045,청룡사,조계종
485,전북,전라북도 김제시 금산면 금산사1길 70-11,35.7216397,127.0052524,쌍룡사,태고종
486,전북,전라북도 김제시 금산면 청도6길 40,35.7451552,127.0473402,귀신사,조계종
487,전북,전라북도 김제시 만경읍 화포3길 63-12,35.8864851,126.8035983,조앙사,태고종
488,전북,전라북도 김제시 만경읍 화포3길 54-9,35.8867875,126.8053892,성모암,진묵대사유적진흥회
489,전북,전라북도 김제시 사정거리1길 20(요촌동),35.8017306,126.8837628,원각사,태고종
490,전북,전라북도 김제시 용지면 봉의로 205,35.8749874,126.9651632,용봉사,태고종
491,전북,전라북도 김제시 진봉면 심포10길 94,35.8594956,126.715475,망해사,조계종
492,전북,전라북도 김제시 청하면 청공로 185-80,35.8931331,126.8465243,청운사,태고종
493,전북,전라북도 김제시 황산5길 158 (황산동),35.7807911,126.9319056,문수사,조계종
494,전북,전라북도 김제시 승반길 103 (흥사동),35.82906,126.9062382,흥복사,조계종
495,전북,전라북도 남원시 노송로 1188-5(노암동),35.3888769,127.3715349,미륵암,태고종
496,전북,전라북도 남원시 용성로 151(도통동),35.4124734,127.3913565,선원사,조계종
497,전북,전라북도 남원시 산성길 239(산곡동),35.429287,127.3577523,선국사,조계종
498,전북,전라북도 남원시 산내면 입석길 94-129,35.4169473,127.6352434,실상사,조계종
499,전북,전라북도 남원시 산동면 대상2길 246,35.5122843,127.4556504,귀정사,조계종
500,전북,전라북도 남원시 산동면 중절길 108,35.4807463,127.4887234,창덕암,태고종
501,전북,전라북도 남원시 산동면 요천로 2675-90,35.4902375,127.4531422,승련사,선학원
502,전북,전라북도 남원시 탑골길 71(신촌동),35.4059023,127.4029064,심경암,관음종
503,전북,전라북도 남원시 소리길 122-24(어현동),35.4057125,127.3913746,덕음암,조계종
504,전북,전라북도 남원시 대복사길 61(왕정동),35.4167987,127.3687058,대복사,조계종
505,전북,전라북도 남원시 이백면 응령길 168,35.4186083,127.4674251,연화사,태고종
506,전북,전라북도 남원시 주천면 원천로 165-26,35.4106356,127.4124675,용담사,태고종
507,전북,전라북도 남원시 보절면 관음사길 82,35.4779206,127.4103819,관음사,태고종
508,전북,전라북도 남원시 양림길 58-42(어현동),35.403018,127.3945292,극락암,조계종
509,전북,전라북도 남원시 인월면 인월중군길 550,35.431775,127.5963534,백련사,조계종
510,전북,전라북도 무주군 무주읍 향한로 27-2,36.0098623,127.6591383,향산사,선학원
511,전북,전라북도 무주군 무주읍 북고사길 67,36.0172859,127.6593583,북고사,조계종
512,전북,전라북도 무주군 설천면 백련사길 580,35.8601082,127.766157,백련사,조계종
513,전북,전라북도 무주군 안성면 원통사로 676,35.8185926,127.699307,원통사,조계종
514,전북,전라북도 무주군 적상면 산성로 1050,35.9441966,127.6916048,안국사,조계종
515,전북,전라북도 부안군 변산면 내변산로 236-180,35.6412216,126.5575917,월명암,조계종
516,전북,전라북도 부안군 부안읍 서림공원길 92,35.7352592,126.7306075,성황사,조계종
517,전북,전라북도 부안군 상서면 개암로 248,35.6628253,126.6498851,개암사,조계종
518,전북,전라북도 부안군 위도면 내원암길 42,35.5918018,126.281036,내원암,조계종
519,전북,전라북도 부안군 진서면 내소사로 243,35.6175224,126.5871938,내소사,조계종
520,전북,전라북도 부안군 행안면 미륵골길 43,35.7324882,126.7145991,용화사,태고종
521,전북,전라북도 부안군 변산면 실상길 122,35.6361155,126.5757718,실상사,조계종
522,전북,전라북도 순창군 구림면 안심길 103-134,35.4860344,127.1176203,만일사,조계종
523,전북,전라북도 순창군 복흥면 봉덕길 131-144,35.4553642,126.8860601,구암사,조계종
524,전북,전라북도 순창군 순창읍 장류로 197-22,35.3726956,127.1239692,대모암,조계종
525,전북,전라북도 순창군 순창읍 금산로 56,35.3808884,127.1328896,실상암,조계종
526,전북,전라북도 순창군 팔덕면 강천산길 270,35.3982389,127.0557264,강천사,조계종
527,전북,전라북도 순창군 적성면 담순로 2168-33,35.4005691,127.2219101,일광사,태고종
528,전북,전라북도 완주군 경천면 화암사길 271,36.0663149,127.2870689,화암사,조계종
529,전북,전라북도 완주군 구이면 모악산길 243,35.7324027,127.0957568,대원사,조계종
530,전북,전라북도 완주군 봉동읍 추동로 231,35.9688241,127.1553958,학림사,조계종
531,전북,전라북도 완주군 상관면 정수사길 18,35.7832187,127.2532938,정수사,조계종
532,전북,전라북도 완주군 소양면 위봉길 53,35.9102394,127.2569618,위봉사,조계종
533,전북,전라북도 완주군 소양면 송광수만로 255-16,35.8855104,127.241955,송광사,조계종
534,전북,전라북도 완주군 소양면 원등산길 386,35.8816732,127.2922908,원등사,조계종
535,전북,전라북도 완주군 용진읍 봉서안길 313,35.9087745,127.2196995,봉서사,태고종
536,전북,전라북도 완주군 운주면 안심길 372,36.1088042,127.3032782,안심사,조계종
537,전북,전라북도 익산시 금마면 구룡길 57-125,36.0168073,127.0398853,사자암,조계종
538,전북,전라북도 익산시 낭산면 장암길 113,36.03758,127.0365076,심곡사,조계종
539,전북,전라북도 익산시 삼기면 진북로 273,36.0298668,127.0075866,석불사,화엄종
540,전북,전라북도 익산시 삼기면 진북로 347-23,36.0369385,127.0110427,태봉사,태고종
541,전북,전라북도 익산시 여산면 서촌1길 34-3,36.0557061,127.0826451,남원사,조계종
542,전북,전라북도 익산시 여산면 천호산길 155-23,36.0434132,127.1223004,백운사,조계종
543,전북,전라북도 익산시 여산면 천호산길 140,36.0426785,127.1177392,문수사,조계종
544,전북,전라북도 익산시 용안면 을동길 76-12,36.1299751,126.9540043,자명사,조계종
545,전북,전라북도 익산시 웅포면 백제로 495-57,36.081626,126.9156142,숭림사,조계종
546,전북,전라북도 임실군 성수면 성수산길 658,35.6358341,127.4249732,상이암,조계종
547,전북,전라북도 임실군 관촌면 상월로 889-19,35.7548015,127.2598833,신흥사,조계종
548,전북,전라북도 임실군 오수면 오수8길 49-30,35.5370219,127.3228889,해월암,조계종
549,전북,전라북도 임실군 임실읍 호반로 79-53,35.6168105,127.2697272,죽림암,조계종
550,전북,전라북도 장수군 산서면 원흥길 15-8,35.5849932,127.4219097,원흥사,태고종
551,전북,전라북도 장수군 산서면 봉서로 182-1,35.5469561,127.3862581,영월암,조계종
552,전북,전라북도 장수군 산서면 초장길 51-54,35.6035949,127.3790488,미륵암,태고종
553,전북,전라북도 장수군 장계면 장무로 492-8,35.7525089,127.6038393,성관사,조계종
554,전북,전라북도 장수군 장수읍 비행기로 1455-94,35.6236692,127.5115168,팔성사,조계종
555,전북,전라북도 장수군 천천면 신광길 31,35.7048463,127.4946877,신광사,조계종
556,전북,전라북도 전주시 덕진구 정여립로 1010-90,35.8354581,127.0852432,서고사,조계종
557,전북,전라북도 전주시 덕진구 왜망실1길 120,35.8114715,127.2056655,일출암,태고종
558,전북,전라북도 전주시 덕진구 도당산로 46-10,35.8450743,127.1583809,약수암,태고종
559,전북,전라북도 전주시 덕진구 한배미6길 55,35.8199502,127.1691285,선린사,태고종
560,전북,전라북도 전주시 덕진구 어은로 89-11,35.8205364,127.1288524,실상사,태고종
561,전북,전라북도 전주시 완산구 바람쐬는길 47-13,35.809154,127.1642781,승암사,태고종
562,전북,전라북도 전주시 완산구 낙수정2길 103-100,35.8095103,127.1680485,동고사,태고종
563,전북,전라북도 전주시 완산구 남고산성1길 53-88,35.7995009,127.1589989,남고사,조계종
564,전북,전라북도 전주시 완산구 남고산성1길 53-140,35.8014448,127.1568085,불정사,태고종
565,전북,전라북도 전주시 완산구 평화7길 49-67,35.7865616,127.1463349,학소암,조계종
566,전북,전라북도 전주시 완산구 외칠봉1길 36,35.8041684,127.1386653,정혜사,보문종
567,전북,전라북도 정읍시 고부면 영원로 644-224,35.6107173,126.7911179,유선사,조계종
568,전북,전라북도 정읍시 상신경1길 97,35.5587095,126.8810131,법인사,태고종
569,전북,전라북도 정읍시 내장산로 1253,35.5140935,126.9000238,내장사,조계종
570,전북,전라북도 정읍시 북면 정신로 183-64,35.6088147,126.8621235,남산사,태고종
571,전북,전라북도 정읍시 북면 보림1길 497,35.5659198,126.920043,보림사,조계종
572,전북,전라북도 정읍시 성황산길 50,35.5735197,126.8566109,일광사,태고종
573,전북,전라북도 정읍시 죽림 2길 28,35.5646868,126.8452164,정혜사,태고종
574,전북,전라북도 정읍시 정우면 정신로 832-20,35.6584339,126.8884847,정토사,조계종
575,전북,전라북도 정읍시 칠보면 허궁실 2길 186-125,35.5639803,126.9857495,석탄사,심우회
576,전북,전라북도 정읍시 태인면 태흥1길 59,35.6524785,126.952948,다천사,태고종
577,전북,전라북도 진안군 마령면 원강정1길 16-133,35.746929,127.3754019,보흥사,태고종
578,전북,전라북도 진안군 마령면 마이산남로 217,35.7579073,127.3975213,금당사,조계종
579,전북,전라북도 진안군 마령면 마이산남로 406,35.7594621,127.4145029,은수사,조계종
580,전북,전라북도 진안군 마령면 마이산남로 367,35.7584934,127.4112888,탑사,태고종
581,전북,전라북도 진안군 용담면 주용로 227-164,35.9656427,127.4759247,옥천암,조계종
